id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID092948,13.0079706,77.6967129,"Devasandra Main Road, Nanjamma Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL79466,LGV,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 18:40:46+00:00,,2024-04-07 19:12:14.930974+00,FKDEV00174,FKUSR00174,15.0,K.R. Pura,False,No Junction,,,,,,
FKID092950,13.0079706,77.6967129,"Devasandra Main Road, Nanjamma Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL79468,PASSENGER AUTO,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 18:40:46+00:00,,2024-04-07 19:11:52.840745+00,FKDEV00174,FKUSR00174,15.0,K.R. Pura,False,No Junction,,,,,,
FKID092955,13.0080745,77.6963458,"Devasandra Main Road, Nanjamma Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL79473,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 18:40:46+00:00,,2024-04-07 19:13:09.16477+00,FKDEV00174,FKUSR00174,15.0,K.R. Pura,False,No Junction,,,,,,
FKID092967,13.0080827,77.6956704,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL57956,PASSENGER AUTO,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 18:39:46+00:00,,2024-04-07 19:13:43.485688+00,FKDEV00174,FKUSR00174,15.0,K.R. Pura,False,No Junction,,,,,,
FKID092971,12.9612444,77.5769001,"Sri Jalakanteshwara Swami Temple Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL79486,PRIVATE BUS,,"[""WRONG PARKING""]",[112],2024-04-08 00:13:46+00:00,,2024-04-08 00:18:27.564252+00,FKDEV00703,FKUSR00677,28.0,City Market,False,BTP104 - Medical College Circle,,,,,,
FKID092975,13.1441763,77.6178472,"Hosahalli Main Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL79489,SCOOTER,,"[""NO PARKING""]",[113],2024-04-07 21:24:46+00:00,,2024-04-07 21:25:54.977679+00,FKDEV01591,FKUSR01502,40.0,Chikkajala,False,No Junction,,,,,,
FKID092976,12.9757322,77.5762615,"6th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79490,SCOOTER,,"[""NO PARKING""]",[113],2024-04-08 02:47:46+00:00,,2024-04-08 02:50:12.620751+00,FKDEV00175,FKUSR00175,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID093001,12.9168564,77.5968098,"South End Main Road, East End Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",FKN00GL79510,PASSENGER AUTO,,"[""NO PARKING"",""WRONG PARKING"",""DOUBLE PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING""]","[113,112,109,107,104]",2024-04-07 21:18:46+00:00,,2024-04-07 21:26:16.706387+00,FKDEV01437,FKUSR01366,25.0,Jayanagara,False,"BTP202 - East End Main Road, Jayanagar",,,,,,
FKID093025,12.9169207,77.5964789,"South End Main Road, East End Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",FKN00GL79531,CAR,,"[""WRONG PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING""]","[112,113,107,104,108,109]",2024-04-07 21:18:46+00:00,,2024-04-07 21:26:59.4534+00,FKDEV01437,FKUSR01366,25.0,Jayanagara,False,"BTP202 - East End Main Road, Jayanagar",,,,,,
FKID093038,12.9900185,77.5527262,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79543,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-04-07 22:22:46+00:00,,2024-04-07 22:25:55.714481+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093045,12.9799099,77.5539127,"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79549,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 01:26:46+00:00,,2024-04-08 01:27:44.062549+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,False,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,,,,
FKID093046,13.070689,77.5879041,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL79550,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 03:12:46+00:00,,2024-04-08 03:14:29.841446+00,FKDEV00021,FKUSR00021,,Kodigehalli,False,No Junction,,,,,,
FKID093048,12.9799099,77.5539127,"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79552,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 01:26:46+00:00,,2024-04-08 01:27:45.423782+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,False,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,,,,
FKID093081,12.977081,77.5769891,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79582,CAR,,"[""NO PARKING""]",[113],2024-04-07 19:18:46+00:00,,2024-04-07 19:22:23.123096+00,FKDEV00018,FKUSR00018,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID093082,12.9900033,77.552856,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79583,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 22:24:46+00:00,,2024-04-07 22:26:14.206858+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093083,12.9770645,77.5768491,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79584,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 19:18:46+00:00,,2024-04-07 19:22:24.42672+00,FKDEV00018,FKUSR00018,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID093084,12.9609252,77.5768746,"Sri Jalakanteshwara Swami Temple Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL79585,GOODS AUTO,,"[""WRONG PARKING""]",[112],2024-04-08 00:12:46+00:00,,2024-04-08 00:19:27.563228+00,FKDEV00703,FKUSR00677,28.0,City Market,False,BTP104 - Medical College Circle,,,,,,
FKID093085,12.977059,77.5768423,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79586,CAR,,"[""NO PARKING""]",[113],2024-04-07 19:18:46+00:00,,2024-04-07 19:22:24.915568+00,FKDEV00018,FKUSR00018,3.0,Upparpet,False,BTP040 - Elite Junction,,,,,,
FKID093086,12.9899961,77.552889,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79587,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-07 22:25:46+00:00,,2024-04-07 22:26:37.153948+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093088,13.0082461,77.6954311,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL79589,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-04-07 19:21:46+00:00,,2024-04-07 19:23:09.584495+00,FKDEV00174,FKUSR00174,15.0,K.R. Pura,False,No Junction,,,,,,
FKID093089,12.9899708,77.5529808,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79590,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 22:25:46+00:00,,2024-04-07 22:27:07.205651+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093090,12.9606925,77.5767553,"Sri Jalakanteshwara Swami Temple Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL46424,PRIVATE BUS,,"[""WRONG PARKING""]",[112],2024-04-08 00:12:46+00:00,,2024-04-08 00:19:53.660138+00,FKDEV00703,FKUSR00677,28.0,City Market,False,BTP104 - Medical College Circle,,,,,,
FKID093095,13.070689,77.5879041,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL79595,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 03:12:46+00:00,,2024-04-08 03:14:31.786481+00,FKDEV00021,FKUSR00021,,Kodigehalli,False,No Junction,,,,,,
FKID093102,12.9801258,77.5548693,"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79602,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-08 01:22:46+00:00,,2024-04-08 01:28:26.196497+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,False,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,,,,
FKID093103,12.9899825,77.5530063,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL49425,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 22:26:46+00:00,,2024-04-07 22:27:25.08395+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093107,12.9801258,77.5548693,"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79606,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-04-08 01:22:46+00:00,,2024-04-08 01:28:26.887701+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,False,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,,,,
FKID093113,12.9789822,77.5921106,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79612,CAR,,"[""NO PARKING""]",[113],2024-04-07 19:21:46+00:00,,2024-04-07 19:26:15.504691+00,FKDEV00464,FKUSR00458,2.0,Cubbon Park,False,BTP047 - Vidhan Soudha Metro Station,,,,,,
FKID093115,12.9790709,77.5921118,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79614,CAR,,"[""NO PARKING""]",[113],2024-04-07 19:23:46+00:00,,2024-04-07 19:26:16.978439+00,FKDEV00464,FKUSR00458,2.0,Cubbon Park,False,BTP047 - Vidhan Soudha Metro Station,,,,,,
FKID093116,12.8884167,77.562477,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",FKN00GL79615,SCOOTER,,"[""NO PARKING""]",[113],2024-04-07 21:18:46+00:00,,2024-04-07 21:28:41.663515+00,FKDEV02313,FKUSR02114,83.0,Thalagattapura,False,No Junction,,,,,,
FKID093128,12.9899995,77.5530178,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79627,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-04-07 22:26:46+00:00,,2024-04-07 22:27:44.668587+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093130,12.960631,77.5767525,"Sri Jalakanteshwara Swami Temple Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL79629,LGV,,"[""WRONG PARKING""]",[112],2024-04-08 00:11:46+00:00,,2024-04-08 00:20:34.668759+00,FKDEV00703,FKUSR00677,28.0,City Market,False,BTP104 - Medical College Circle,,,,,,
FKID093131,12.9800489,77.5545613,"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL32222,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 01:06:46+00:00,,2024-04-08 01:29:26.33388+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,False,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,,,,
FKID093132,12.9984122,77.5536239,"5th Cross Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79630,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 02:23:46+00:00,,2024-04-08 02:29:35.516074+00,FKDEV00502,FKUSR00493,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID093134,12.9573244,77.700938,"Marathahalli Underpass U Turn, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL79632,SCOOTER,,"[""NO PARKING""]",[113],2024-04-07 23:29:46+00:00,,2024-04-07 23:32:42.218258+00,FKDEV00912,FKUSR00876,13.0,HAL Old Airport,False,No Junction,,,,,,
FKID093141,12.9983467,77.5535112,"5th Cross Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79639,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 02:23:46+00:00,,2024-04-08 02:29:39.826939+00,FKDEV00502,FKUSR00493,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID093151,12.9778475,77.5925175,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79647,CAR,,"[""NO PARKING""]",[113],2024-04-07 19:21:46+00:00,,2024-04-07 19:27:40.757208+00,FKDEV00464,FKUSR00458,2.0,Cubbon Park,False,BTP041 - Gopal Gowda Circle,,,,,,
FKID093168,12.9711222,77.7120066,"9th Cross Road, Sterling Brook Side Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL79663,CAR,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2024-04-07 21:09:46+00:00,,2024-04-07 21:29:18.480146+00,FKDEV01051,FKUSR01005,13.0,HAL Old Airport,False,No Junction,,,,,,
FKID093171,12.9776424,77.5740722,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79666,PASSENGER AUTO,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE""]","[112,116,124]",2024-04-07 19:15:46+00:00,,2024-04-07 19:29:08.54276+00,FKDEV00841,FKUSR00812,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID093172,12.97766,77.5740641,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79667,PASSENGER AUTO,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE""]","[112,116,124]",2024-04-07 19:16:46+00:00,,2024-04-07 19:29:09.483559+00,FKDEV00841,FKUSR00812,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID093175,12.9573244,77.700938,"Marathahalli Underpass U Turn, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL79670,SCOOTER,,"[""NO PARKING""]",[113],2024-04-07 23:30:46+00:00,,2024-04-07 23:32:53.406399+00,FKDEV00912,FKUSR00876,13.0,HAL Old Airport,False,No Junction,,,,,,
FKID093187,13.0085226,77.5710922,"18th Cross Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL79680,CAR,,"[""NO PARKING""]",[113],2024-04-07 21:14:46+00:00,,2024-04-07 21:29:41.502864+00,FKDEV02072,FKUSR00764,19.0,Malleshwaram,False,No Junction,,,,,,
FKID093196,12.960573,77.5767647,"Sri Jalakanteshwara Swami Temple Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL79689,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-04-08 00:11:46+00:00,,2024-04-08 00:21:35.98029+00,FKDEV00703,FKUSR00677,28.0,City Market,False,BTP104 - Medical College Circle,,,,,,
FKID093202,12.9899906,77.5530222,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79695,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-04-07 22:27:46+00:00,,2024-04-07 22:28:14.001975+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093203,12.9983467,77.5535112,"5th Cross Road, Navarang Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79696,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 02:23:46+00:00,,2024-04-08 02:29:40.944313+00,FKDEV00502,FKUSR00493,19.0,Malleshwaram,False,BTP008 - Navarang Theatre,,,,,,
FKID093222,12.9722244,77.618239,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79711,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:15:46+00:00,,2024-04-07 23:32:59.764171+00,FKDEV00568,FKUSR02131,17.0,Halasur,False,No Junction,,,,,,
FKID093225,12.9722244,77.618239,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79714,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:30:46+00:00,,2024-04-07 23:33:00.42865+00,FKDEV00568,FKUSR02131,17.0,Halasur,False,No Junction,,,,,,
FKID093227,12.9900074,77.5530485,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79716,MAXI-CAB,,"[""WRONG PARKING""]",[112],2024-04-07 22:27:46+00:00,,2024-04-07 22:28:52.225231+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093231,12.9722244,77.618239,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79720,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:30:46+00:00,,2024-04-07 23:33:01.354504+00,FKDEV00568,FKUSR02131,17.0,Halasur,False,No Junction,,,,,,
FKID093244,12.9722244,77.618239,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79730,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:30:46+00:00,,2024-04-07 23:33:02.038037+00,FKDEV00568,FKUSR02131,17.0,Halasur,False,No Junction,,,,,,
FKID093249,12.9899608,77.553165,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79734,CAR,,"[""WRONG PARKING""]",[112],2024-04-07 22:28:46+00:00,,2024-04-07 22:29:17.869121+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093253,12.9722244,77.618239,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79738,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:30:46+00:00,,2024-04-07 23:33:02.682797+00,FKDEV00568,FKUSR02131,17.0,Halasur,False,No Junction,,,,,,
FKID093260,12.9778017,77.573902,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79741,PASSENGER AUTO,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE""]","[112,116,124]",2024-04-07 19:16:46+00:00,,2024-04-07 19:30:59.671375+00,FKDEV00841,FKUSR00812,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID093272,12.9800489,77.5545613,"80 Feet Ring Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79751,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 01:07:46+00:00,,2024-04-08 01:29:59.861127+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,False,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,,,,
FKID093273,12.8884167,77.562477,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",FKN00GL79752,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-04-07 21:19:46+00:00,,2024-04-07 21:31:25.475939+00,FKDEV02313,FKUSR02114,83.0,Thalagattapura,False,No Junction,,,,,,
FKID093274,12.9799674,77.5546909,"10th D Main Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79753,CAR,,"[""WRONG PARKING""]",[112],2024-04-08 01:07:46+00:00,,2024-04-08 01:30:01.086821+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,False,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,,,,
FKID093283,12.986744,77.5558917,"10th Main Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79760,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-04-07 22:20:46+00:00,,2024-04-07 22:29:53.701528+00,FKDEV00823,FKUSR00793,6.0,Rajajinagar,False,"BTP210 - 50th cross, 12th Main , Rajajinagar",,,,,,
FKID093284,12.9899519,77.5532488,"41st Cross Road, KEB Quarters, Block 3, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79761,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-04-07 22:28:46+00:00,,2024-04-07 22:29:44.502407+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,False,"BTP204 - ESI Hospital, Rajajinagar",,,,,,
FKID093318,12.8883759,77.5624628,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",FKN00GL79789,CAR,,"[""NO PARKING""]",[113],2024-04-07 21:21:46+00:00,,2024-04-07 21:31:58.871268+00,FKDEV02313,FKUSR02114,83.0,Thalagattapura,False,No Junction,,,,,,
FKID093319,12.9479142,77.5588974,"HN Nanjegowda Road, Bhawani Nagar, Gavipuram, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL79790,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-08 01:15:46+00:00,,2024-04-08 01:30:09.775907+00,FKDEV00685,FKUSR00662,7.0,Basavanagudi,False,No Junction,,,,,,
FKID093320,12.9714197,77.7121385,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL79791,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-04-07 21:25:46+00:00,,2024-04-07 21:32:21.7946+00,FKDEV01051,FKUSR01005,13.0,HAL Old Airport,False,No Junction,,,,,,
FKID093331,12.9777792,77.5741009,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79667,PASSENGER AUTO,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE""]","[112,116,124]",2024-04-07 19:24:46+00:00,,2024-04-07 19:34:07.173768+00,FKDEV00841,FKUSR00812,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID093340,12.9722244,77.618239,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79806,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:15:46+00:00,,2024-04-07 23:34:27.264148+00,FKDEV00568,FKUSR02131,17.0,Halasur,False,No Junction,,,,,,
FKID093341,12.9799674,77.5546909,"10th D Main Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79807,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-08 01:08:46+00:00,,2024-04-08 01:30:26.153941+00,FKDEV00376,FKUSR00372,29.0,Magadi Road,False,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",,,,,,
FKID093342,12.9722244,77.618239,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79808,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:32:46+00:00,,2024-04-07 23:34:28.47357+00,FKDEV00568,FKUSR02131,17.0,Halasur,False,No Junction,,,,,,
FKID093345,12.9722244,77.618239,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL79810,SCOOTER,,"[""WRONG PARKING""]",[112],2024-04-07 23:32:46+00:00,,2024-04-07 23:34:29.202296+00,FKDEV00568,FKUSR02131,17.0,Halasur,False,No Junction,,,,,,
FKID093352,12.9777117,77.5740599,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79816,PASSENGER AUTO,,"[""WRONG PARKING"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE""]","[112,124,125]",2024-04-07 19:24:46+00:00,,2024-04-07 19:35:04.428472+00,FKDEV00841,FKUSR00812,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID093353,13.0073709,77.5484571,"1st Main Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL79817,VAN,,"[""WRONG PARKING""]",[112],2024-04-07 22:46:46+00:00,,2024-04-07 23:34:45.856763+00,FKDEV00342,FKUSR00105,6.0,Rajajinagar,False,BTP023 - Mahalaxmi Layout Entrance,,,,,,
FKID093355,12.9776845,77.574067,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL79819,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-04-07 19:25:46+00:00,,2024-04-07 19:35:34.074136+00,FKDEV00841,FKUSR00812,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
